"geographic name, english","geographic name, french","georaphie type, english","georaphie type, french",census division code,economic region code,province code,canadian heritage region code,Total,"English mother tongue, adjusted","French mother tongue, adjusted","Other mother tongue, adjusted"
Bedeque,Bedeque,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,150,140,5,5
Kensington,Kensington,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,485","1,435",35,15
Lot 18,Lot 18,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,045","1,005",25,15
Sherbrooke,Sherbrooke,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,170,160,10, -   
Lot 17,Lot 17,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,545,490,55, -   
Linkletter,Linkletter,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,320,305,15, -   
Miscouche,Miscouche,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,860,755,100,5
Summerside,Summerside,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"14,485","13,405",795,285
Lot 15,Lot 15,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,125",380,745, -   
Abrams Village,Abrams Village,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,270,52,214,4
Lot 16,Lot 16,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,740,583,148,10
Wellington,Wellington,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,375,170,205, -   
Lot 14,Lot 14,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,765,635,120,10
Lot 13,Lot 13,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,725,700,20,5
Tyne Valley,Tyne Valley,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,210,205,5, -   
Lot 12,Lot 12,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,870,850,15,5
Lennox Island 1,Lennox Island 1,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,290,243, -   ,48
Lot 11,Lot 11,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,500,495,5, -   
Lot 10,Lot 10,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,315,305,10, -   
Lot  6,Lot  6,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,830,793,10,28
O'Leary,O'Leary,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,745,730,15, -   
Lot  9,Lot  9,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,305,295,10, -   
Lot  8,Lot  8,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,600,590,5,5
Lot  7,Lot  7,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,465,460,5, -   
Lot  5,Lot  5,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,335","1,288",38,10
Lot  4,Lot  4,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,100","1,063",25,13
Alberton,Alberton,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,055","1,003",38,15
Lot  3,Lot  3,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,860,823,35,3
Lot  2,Lot  2,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,485","1,230",255, -   
St. Louis,St. Louis,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,50,40,10, -   
Lot  1,Lot  1,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,"1,785","1,558",225,3
Tignish,Tignish,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,775,655,120, -   
Miminegash,Miminegash,census subdivision,Subdivision de recensement,cd1103,er1110,pr11,pch01,170,160,10, -   
Barrington,Barrington,census subdivision,Subdivision de recensement,cd1201,er1240,pr12,pch01,"6,965","6,823",100,43
Clark's Harbour,Clark's Harbour,census subdivision,Subdivision de recensement,cd1201,er1240,pr12,pch01,820,805,10,5
Shelburne,Shelburne,census subdivision,Subdivision de recensement,cd1201,er1240,pr12,pch01,"4,345","4,260",38,48
Shelburne,Shelburne,census subdivision,Subdivision de recensement,cd1201,er1240,pr12,pch01,"1,680","1,638",15,28
Lockeport,Lockeport,census subdivision,Subdivision de recensement,cd1201,er1240,pr12,pch01,535,535, -   , -   
Argyle,Argyle,census subdivision,Subdivision de recensement,cd1202,er1240,pr12,pch01,"8,215","4,374","3,804",37
Yarmouth,Yarmouth,census subdivision,Subdivision de recensement,cd1202,er1240,pr12,pch01,"10,030","9,044",864,122
Yarmouth,Yarmouth,census subdivision,Subdivision de recensement,cd1202,er1240,pr12,pch01,"6,545","5,905",528,113
Clare,Clare,census subdivision,Subdivision de recensement,cd1203,er1240,pr12,pch01,"8,160","2,870","5,200",90
Digby,Digby,census subdivision,Subdivision de recensement,cd1203,er1240,pr12,pch01,"7,460","7,078",303,80
Digby,Digby,census subdivision,Subdivision de recensement,cd1203,er1240,pr12,pch01,"2,060","1,963",70,28
Bear River 6,Bear River 6,census subdivision,Subdivision de recensement,cd1203,er1240,pr12,pch01,105,100, -   ,5
Queens,Queens,census subdivision,Subdivision de recensement,cd1204,er1240,pr12,pch01,"10,780","10,539",92,149
"Annapolis, Subd. D","Annapolis, Subd. D",census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,"2,900","2,753",98,50
"Annapolis, Subd. A","Annapolis, Subd. A",census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,"5,955","5,720",98,138
Annapolis Royal,Annapolis Royal,census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,475,450,15,10
"Annapolis, Subd. B","Annapolis, Subd. B",census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,"3,490","3,328",83,80
Bridgetown,Bridgetown,census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,940,915,13,13
"Annapolis, Subd. C","Annapolis, Subd. C",census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,"5,020","4,800",150,70
Middleton,Middleton,census subdivision,Subdivision de recensement,cd1205,er1230,pr12,pch01,"1,670","1,618",23,30
Lunenburg,Lunenburg,census subdivision,Subdivision de recensement,cd1206,er1240,pr12,pch01,"25,005","24,363",260,383
Bridgewater,Bridgewater,census subdivision,Subdivision de recensement,cd1206,er1240,pr12,pch01,"8,080","7,763",123,195
Lunenburg,Lunenburg,census subdivision,Subdivision de recensement,cd1206,er1240,pr12,pch01,"2,150","2,050",38,63
Mahone Bay,Mahone Bay,census subdivision,Subdivision de recensement,cd1206,er1240,pr12,pch01,890,848,8,35
Chester,Chester,census subdivision,Subdivision de recensement,cd1206,er1240,pr12,pch01,"10,560","10,253",133,175
Gold River 21,Gold River 21,census subdivision,Subdivision de recensement,cd1206,er1240,pr12,pch01,75,75, -   , -   
"Kings, Subd. A","Kings, Subd. A",census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"21,840","20,578",810,453
Cambridge 32,Cambridge 32,census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,145,140, -   ,5
Berwick,Berwick,census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"2,260","2,193",38,30
"Kings, Subd. C","Kings, Subd. C",census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"8,270","7,958",125,188
Kentville,Kentville,census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"5,900","5,645",100,155
"Kings, Subd. B","Kings, Subd. B",census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"11,975","11,615",115,245
"Kings, Subd. D","Kings, Subd. D",census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"5,145","4,998",50,98
Wolfville,Wolfville,census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,"4,145","3,618",60,468
Glooscap 35,Glooscap 35,census subdivision,Subdivision de recensement,cd1207,er1230,pr12,pch01,55,55, -   , -   
West Hants,West Hants,census subdivision,Subdivision de recensement,cd1208,er1230,pr12,pch01,"14,135","13,820",150,165
Windsor,Windsor,census subdivision,Subdivision de recensement,cd1208,er1230,pr12,pch01,"3,495","3,303",50,143
Hantsport,Hantsport,census subdivision,Subdivision de recensement,cd1208,er1230,pr12,pch01,"1,150","1,125",15,10
East Hants,East Hants,census subdivision,Subdivision de recensement,cd1208,er1230,pr12,pch01,"22,100","21,153",348,600
Indian Brook 14,Indian Brook 14,census subdivision,Subdivision de recensement,cd1208,er1230,pr12,pch01,"1,085","1,000",5,80
Cole Harbour 30,Cole Harbour 30,census subdivision,Subdivision de recensement,cd1209,er1250,pr12,pch01,195,180,5,10
Halifax,Halifax,census subdivision,Subdivision de recensement,cd1209,er1250,pr12,pch01,"386,205","350,235","11,028","24,943"
"Colchester, Subd. C","Colchester, Subd. C",census subdivision,Subdivision de recensement,cd1210,er1220,pr12,pch01,"13,265","12,920",163,183
Stewiacke,Stewiacke,census subdivision,Subdivision de recensement,cd1210,er1220,pr12,pch01,"1,440","1,400",20,20
Millbrook 27,Millbrook 27,census subdivision,Subdivision de recensement,cd1210,er1220,pr12,pch01,790,628,5,158
Truro,Truro,census subdivision,Subdivision de recensement,cd1210,er1220,pr12,pch01,"11,825","11,343",138,345
"Colchester, Subd. B","Colchester, Subd. B",census subdivision,Subdivision de recensement,cd1210,er1220,pr12,pch01,"19,470","18,848",240,383
"Colchester, Subd. A","Colchester, Subd. A",census subdivision,Subdivision de recensement,cd1210,er1220,pr12,pch01,"3,645","3,553",48,45
"Cumberland, Subd. A","Cumberland, Subd. A",census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"2,130","2,103",18,10
Parrsboro,Parrsboro,census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"1,300","1,275",15,10
"Cumberland, Subd. B","Cumberland, Subd. B",census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"3,575","3,505",48,23
Springhill,Springhill,census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"3,410","3,360",25,25
"Cumberland, Subd. C","Cumberland, Subd. C",census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"5,315","5,155",75,85
Amherst,Amherst,census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"9,540","9,235",180,125
Oxford,Oxford,census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"1,105","1,085",8,13
"Cumberland, Subd. D","Cumberland, Subd. D",census subdivision,Subdivision de recensement,cd1211,er1220,pr12,pch01,"4,110","3,990",33,88
"Pictou, Subd. A","Pictou, Subd. A",census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"6,380","6,165",75,140
Pictou,Pictou,census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"3,280","3,169",82,29
"Pictou, Subd. B","Pictou, Subd. B",census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"5,835","5,698",50,88
Westville,Westville,census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"3,780","3,725",30,25
Stellarton,Stellarton,census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"4,460","4,363",43,55
"Pictou, Subd. C","Pictou, Subd. C",census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"8,860","8,715",73,73
New Glasgow,New Glasgow,census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"9,270","8,959",107,204
Trenton,Trenton,census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,"2,605","2,570",15,20
Fisher's Grant 24,Fisher's Grant 24,census subdivision,Subdivision de recensement,cd1212,er1220,pr12,pch01,465,283, -   ,183
St. Mary's,St. Mary's,census subdivision,Subdivision de recensement,cd1213,er1220,pr12,pch01,"2,315","2,255",18,43
Guysborough,Guysborough,census subdivision,Subdivision de recensement,cd1213,er1220,pr12,pch01,"4,135","3,948",133,55
Canso,Canso,census subdivision,Subdivision de recensement,cd1213,er1220,pr12,pch01,785,780,5, -   
Mulgrave,Mulgrave,census subdivision,Subdivision de recensement,cd1213,er1220,pr12,pch01,790,780,5,5
"Antigonish, Subd. A","Antigonish, Subd. A",census subdivision,Subdivision de recensement,cd1214,er1220,pr12,pch01,"8,240","7,865",150,225
Antigonish,Antigonish,census subdivision,Subdivision de recensement,cd1214,er1220,pr12,pch01,"4,395","4,085",83,228
"Antigonish, Subd. B","Antigonish, Subd. B",census subdivision,Subdivision de recensement,cd1214,er1220,pr12,pch01,"6,445","5,955",400,90
Pomquet And Afton 23,Pomquet And Afton 23,census subdivision,Subdivision de recensement,cd1214,er1220,pr12,pch01,375,298, -   ,78
"Inverness, Subd. C","Inverness, Subd. C",census subdivision,Subdivision de recensement,cd1215,er1210,pr12,pch01,"3,315","3,170",60,85
Port Hawkesbury,Port Hawkesbury,census subdivision,Subdivision de recensement,cd1215,er1210,pr12,pch01,"3,305","3,094",147,64
"Inverness, Subd. B","Inverness, Subd. B",census subdivision,Subdivision de recensement,cd1215,er1210,pr12,pch01,"5,045","4,875",78,93
Whycocomagh 2,Whycocomagh 2,census subdivision,Subdivision de recensement,cd1215,er1210,pr12,pch01,800,238, -   ,563
"Inverness, Subd. A","Inverness, Subd. A",census subdivision,Subdivision de recensement,cd1215,er1210,pr12,pch01,"5,195","3,068","2,088",40
"Richmond, Subd. C","Richmond, Subd. C",census subdivision,Subdivision de recensement,cd1216,er1210,pr12,pch01,"3,260","1,760","1,473",28
"Richmond, Subd. A","Richmond, Subd. A",census subdivision,Subdivision de recensement,cd1216,er1210,pr12,pch01,"3,865","3,300",478,88
"Richmond, Subd. B","Richmond, Subd. B",census subdivision,Subdivision de recensement,cd1216,er1210,pr12,pch01,"1,575","1,338",215,23
Chapel Island 5,Chapel Island 5,census subdivision,Subdivision de recensement,cd1216,er1210,pr12,pch01,475,305, -   ,170
Membertou 28B,Membertou 28B,census subdivision,Subdivision de recensement,cd1217,er1210,pr12,pch01,915,675, -   ,240
Eskasoni 3,Eskasoni 3,census subdivision,Subdivision de recensement,cd1217,er1210,pr12,pch01,"3,310",693,8,"2,610"
Cape Breton,Cape Breton,census subdivision,Subdivision de recensement,cd1217,er1210,pr12,pch01,"95,880","93,340",993,"1,548"
"Victoria, Subd. B","Victoria, Subd. B",census subdivision,Subdivision de recensement,cd1218,er1210,pr12,pch01,"3,830","3,700",40,90
Wagmatcook 1,Wagmatcook 1,census subdivision,Subdivision de recensement,cd1218,er1210,pr12,pch01,520,73, -   ,448
"Victoria, Subd. A","Victoria, Subd. A",census subdivision,Subdivision de recensement,cd1218,er1210,pr12,pch01,"2,745","2,700",23,23
Saint Martins,Saint Martins,census subdivision,Subdivision de recensement,cd1301,er1330,pr13,pch01,"1,145","1,115",25,5
St. Martins,St. Martins,census subdivision,Subdivision de recensement,cd1301,er1330,pr13,pch01,315,305,5,5
Simonds,Simonds,census subdivision,Subdivision de recensement,cd1301,er1330,pr13,pch01,"3,830","3,675",133,23
Saint John,Saint John,census subdivision,Subdivision de recensement,cd1301,er1330,pr13,pch01,"68,810","62,582","3,437","2,792"
Musquash,Musquash,census subdivision,Subdivision de recensement,cd1301,er1330,pr13,pch01,"1,190","1,123",58,10
Grand Manan,Grand Manan,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,170,163,3,5
Campobello Island,Campobello Island,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,900,885,10,5
West Isles,West Isles,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,730,710,15,5
Lepreau,Lepreau,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,755,728,23,5
Pennfield,Pennfield,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"2,200","2,053",93,55
Blacks Harbour,Blacks Harbour,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,960,860,68,33
Clarendon,Clarendon,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,50,50, -   , -   
Saint George,Saint George,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"2,470","2,393",38,40
St. George,St. George,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"1,525","1,398",40,88
Saint Patrick,Saint Patrick,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,640,620,10,10
Saint Andrews,Saint Andrews,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,595,558,25,13
Saint Andrews,Saint Andrews,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"1,835","1,700",43,93
Saint Croix,Saint Croix,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,610,590,10,10
Dufferin,Dufferin,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,575,545,20,10
Saint Stephen,Saint Stephen,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"1,950","1,898",38,15
St. Stephen,St. Stephen,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"4,730","4,528",108,95
Saint James,Saint James,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"1,235","1,203",23,10
Saint David,Saint David,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"1,585","1,528",38,20
Dumbarton,Dumbarton,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,365,355,10, -   
Grand Manan,Grand Manan,census subdivision,Subdivision de recensement,cd1302,er1330,pr13,pch01,"2,340","2,295",25,20
Blissville,Blissville,census subdivision,Subdivision de recensement,cd1303,er1340,pr13,pch01,925,898,23,5
Gladstone,Gladstone,census subdivision,Subdivision de recensement,cd1303,er1340,pr13,pch01,485,455,25,5
Tracy,Tracy,census subdivision,Subdivision de recensement,cd1303,er1340,pr13,pch01,610,595,10,5
Fredericton Junction,Fredericton Junction,census subdivision,Subdivision de recensement,cd1303,er1340,pr13,pch01,710,680,30, -   
